rank,language,fname,packages,scripts,share,calls
1210,R,qr.fitted,Matrix,3,0.0003,9
1211,R,qr.qty,Matrix,3,0.0003,6
1212,R,readMM,Matrix,3,0.0003,5
1213,R,refitML,lme4,3,0.0003,9
1214,R,rlm,MASS,3,0.0003,26
1215,R,rmultinom,stats,3,0.0003,4
1216,R,round2,VGAM;miceadds,3,0.0003,179
1217,Python,sample,numpy.random,3,0.0005,6
1218,R,scatter.smooth,stats,3,0.0003,18
1219,Python,scoreatpercentile,scipy.stats,3,0.0005,16
1220,Python,sem,scipy.stats,3,0.0005,10
1221,R,setFixest_etable,fixest,3,0.0003,3
1222,R,set_labels,sjlabelled,3,0.0003,11
1223,R,slopes,marginaleffects,3,0.0003,7
1224,R,st_axis_order,sf,3,0.0003,5
1225,R,st_point_on_surface,sf,3,0.0003,6
1226,R,st_reverse,sf,3,0.0003,6
1227,R,st_snap,sf,3,0.0003,9
1228,R,st_triangulate,sf,3,0.0003,8
1229,R,st_wrap_dateline,sf,3,0.0003,5
1230,Python,stats,scipy.stats,3,0.0005,69
1231,R,step,lmerTest;stats,3,0.0003,6
1232,R,subs,raster,3,0.0003,6
1233,R,survreg,survival,3,0.0003,33
1234,R,svm,e1071,3,0.0003,12
1235,R,sw,MuMIn,3,0.0003,9
1236,R,terrain,raster,3,0.0003,4
1237,R,tm_facets,tmap,3,0.0003,5
1238,R,tm_symbols,tmap,3,0.0003,3
1239,R,to.monthly,xts,3,0.0003,4
1240,R,to.period,xts,3,0.0003,9
1241,R,truehist,MASS,3,0.0003,14
1242,R,tstat,fixest,3,0.0003,6
1243,R,validNames,raster,3,0.0003,6
1244,R,validRow,raster,3,0.0003,6
1245,R,value,tseries,3,0.0003,4
1246,Python,var,scipy.stats,3,0.0005,21
1247,R,var_labels,sjlabelled,3,0.0003,6
1248,R,vec2mlist,lme4,3,0.0003,3
1249,R,vis.gam,mgcv,3,0.0003,9
1250,R,wpct,weights,3,0.0003,32
1251,R,yearqtr,zoo,3,0.0003,3
1252,R,.checkMFClasses,stats,2,0.0002,4
1253,R,.dense2sy,Matrix,2,0.0002,2
1254,R,.diag2sT,Matrix,2,0.0002,5
1255,R,.diag2tT,Matrix,2,0.0002,9
1256,R,.indexwday,xts,2,0.0002,2
1257,R,.lm.fit,stats,2,0.0002,4
1258,R,.solve.dgC.lu,Matrix,2,0.0002,5
1259,R,.sparse2kind,Matrix,2,0.0002,6
1260,Python,BayesianRidge,sklearn.linear_model,2,0.0003,12
1261,R,Boot,car,2,0.0002,2
1262,R,CBPS,CBPS,2,0.0002,2
1263,R,Cbind,Hmisc,2,0.0002,2
1264,R,Cs,Hmisc,2,0.0002,4
1265,Python,DescrStatsW,statsmodels,2,0.0003,3
1266,R,EBImoran.mc,spdep,2,0.0002,2
1267,R,EBlocal,spdep,2,0.0002,2
1268,Python,ElasticNetCV,sklearn.linear_model,2,0.0003,18
1269,R,GenMatch,Matching,2,0.0002,5
1270,Python,IVGMM,linearmodels,2,0.0003,2
1271,R,LOSH,spdep,2,0.0002,3
1272,Python,LassoCV,sklearn.linear_model,2,0.0003,13
1273,Python,LassoLarsIC,sklearn.linear_model,2,0.0003,3
1274,Python,MultiTaskElasticNet,sklearn.linear_model,2,0.0003,8
1275,R,NAvalue,raster,2,0.0002,4
1276,Python,PreparedConstraint,scipy.optimize,2,0.0003,13
1277,R,PseudoR2,DescTools,2,0.0002,79
1278,R,Rank,VGAM,2,0.0002,4
1279,R,Reclass,xts,2,0.0002,2
1280,Python,RidgeCV,sklearn.linear_model,2,0.0003,30
1281,Python,RidgeClassifier,sklearn.linear_model,2,0.0003,8
1282,Python,SGDRegressor,sklearn.linear_model,2,0.0003,6
1283,Python,SR1,scipy.optimize,2,0.0003,8
1284,R,SSfol,stats,2,0.0002,5
1285,R,Trace,pastecs,2,0.0002,3
1286,Python,_broadcast_concatenate,scipy.stats,2,0.0003,2
1287,Python,_remove_redundancy_id,scipy.optimize,2,0.0003,2
1288,Python,_remove_redundancy_pivot_dense,scipy.optimize,2,0.0003,3
1289,Python,_remove_redundancy_pivot_sparse,scipy.optimize,2,0.0003,2
1290,Python,_remove_redundancy_svd,scipy.optimize,2,0.0003,3
1291,Python,_ttest_finish,scipy.stats,2,0.0003,2
1292,R,abIseq1,Matrix,2,0.0002,10
1293,R,addterm,MASS,2,0.0002,3
1294,R,align.time,xts,2,0.0002,2
1295,R,allEffects,effects,2,0.0002,4
1296,R,apply.daily,xts,2,0.0002,2
1297,Python,approx_fprime,scipy.optimize,2,0.0003,2
1298,R,areg,Hmisc,2,0.0002,2
1299,R,as.image.SpatialGridDataFrame,sp,2,0.0002,4
1300,R,assess.glmnet,glmnet,2,0.0002,8
1301,Python,auc,sklearn.metrics,2,0.0003,15
1302,R,auto.arima,forecast,2,0.0002,2
1303,R,autocor,brms,2,0.0002,8
1304,R,avg_slopes,marginaleffects,2,0.0002,5
1305,R,bal.compute,cobalt,2,0.0002,14
1306,R,bal.init,cobalt,2,0.0002,6
1307,R,baltest.collect,ebal,2,0.0002,5
1308,Python,basinhopping,scipy.optimize,2,0.0003,19
1309,R,bbexpand,sp,2,0.0002,4
1310,R,bccorr,lfe,2,0.0002,2
1311,Python,beta,numpy.random,2,0.0003,2
1312,R,bf,brms,2,0.0002,14
1313,R,binom.test,stats,2,0.0002,5
1314,R,bootkm,Hmisc,2,0.0002,4
1315,R,bpplt,Hmisc,2,0.0002,2
1316,R,brm,brms,2,0.0002,14
1317,Python,brunnermunzel,scipy.stats,2,0.0003,30
1318,R,calibrate,VGAM;rms;survey,2,0.0002,11
1319,R,causal_forest,grf,2,0.0002,4
1320,R,cellFromCol,raster,2,0.0002,2
1321,R,cellFromRow,raster,2,0.0002,2
1322,R,cem,cem,2,0.0002,4
1323,Python,chi2_kernel,sklearn.metrics,2,0.0003,11
1324,Python,chisquare,scipy.stats,2,0.0003,11
1325,R,choynowski,spdep,2,0.0002,2
1326,R,classAgreement,e1071,2,0.0002,4
1327,R,clm,ordinal,2,0.0002,112
1328,R,clmm,ordinal,2,0.0002,7
1329,R,clogit,survival,2,0.0002,7
1330,R,closeness,igraph;sna,2,0.0002,3
1331,R,coef_test,clubSandwich,2,0.0002,5
1332,R,cohen.d,psych,2,0.0002,14
1333,R,collinearity,fixest,2,0.0002,2
1334,R,combine.levels,Hmisc,2,0.0002,2
1335,R,commarobust,estimatr,2,0.0002,13
1336,R,compareFits,nlme,2,0.0002,3
1337,R,compose,igraph,2,0.0002,2
1338,R,confusion.glmnet,glmnet,2,0.0002,4
1339,Python,consensus_score,sklearn.metrics,2,0.0003,14
1340,R,consolidate,Hmisc,2,0.0002,24
1341,Python,contingency_matrix,sklearn.metrics,2,0.0003,8
1342,R,contr.sdif,MASS,2,0.0002,6
1343,R,contract,igraph;memisc,2,0.0002,6
1344,R,convertIndex,xts,2,0.0002,2
1345,R,cooks.distance,stats,2,0.0002,5
1346,R,corr,boot,2,0.0002,3
1347,Python,cosine_distances,sklearn.metrics,2,0.0003,5
1348,R,cover,raster,2,0.0002,4
1349,R,cplot,margins,2,0.0002,4
1350,Python,crosstab,scipy.stats,2,0.0003,10
1351,R,cur_data,srvyr,2,0.0002,3
1352,Python,curve_fit,scipy.optimize,2,0.0003,35
1353,R,dataframeReduce,Hmisc,2,0.0002,2
1354,R,daylength,geosphere,2,0.0002,5
1355,R,degree,igraph;sna,2,0.0002,9
1356,Python,describe,scipy.stats,2,0.0003,9
1357,R,describeBy,psych,2,0.0002,5
1358,Python,det_curve,sklearn.metrics,2,0.0003,10
1359,R,diagN2U,Matrix,2,0.0002,5
1360,Python,differential_evolution,scipy.optimize,2,0.0003,25
1361,Python,dirichlet,numpy.random,2,0.0003,10
1362,R,distance,psych;raster,2,0.0002,2
1363,R,dotchartpl,Hmisc,2,0.0002,10
1364,R,drop.terms,stats,2,0.0002,2
1365,R,droplinks,spdep,2,0.0002,2
1366,R,dropterm,MASS,2,0.0002,6
1367,R,ellipse,car,2,0.0002,8
1368,R,emmeans,emmeans,2,0.0002,2
1369,R,endCluster,raster,2,0.0002,2
1370,R,esttable,fixest,2,0.0002,2
1371,R,extractlabs,Hmisc,2,0.0002,2
1372,Python,f_oneway,scipy.stats,2,0.0003,19
1373,Python,fbeta_score,sklearn.metrics,2,0.0003,23
1374,R,finegray,survival,2,0.0002,2
1375,Python,fixed_point,scipy.optimize,2,0.0003,9
1376,R,flip,raster,2,0.0002,3
1377,Python,fmin,scipy.optimize,2,0.0003,2
1378,Python,fmin_bfgs,scipy.optimize,2,0.0003,2
1379,Python,fmin_slsqp,scipy.optimize,2,0.0003,14
1380,R,format.df,Hmisc,2,0.0002,2
1381,R,fractions,MASS,2,0.0002,4
1382,Python,friedmanchisquare,scipy.stats,2,0.0003,8
1383,R,frq,sjmisc,2,0.0002,6
1384,R,fullmatch,optmatch,2,0.0002,2
1385,R,gbayesMixPost,Hmisc,2,0.0002,4
1386,R,gdal_inv_geotransform,sf,2,0.0002,2
1387,R,gdal_metadata,sf,2,0.0002,8
1388,R,get.adjacency,igraph,2,0.0002,2
1389,R,get.shortest.paths,igraph,2,0.0002,4
1390,R,getBSQData,raster,2,0.0002,4
1391,R,getBilData,raster,2,0.0002,2
1392,R,getBipData,raster,2,0.0002,2
1393,R,getFixest_dict,fixest,2,0.0002,5
1394,R,getGroups,nlme,2,0.0002,8
1395,R,getInitial,stats,2,0.0002,3
1396,R,get_PolypathRule,sp,2,0.0002,3
1397,R,get_ReplCRS_warn,sp,2,0.0002,2
1398,R,get_col_regions,sp,2,0.0002,4
1399,R,get_label,sjlabelled,2,0.0002,8
1400,R,ggcoxdiagnostics,survminer,2,0.0002,10
1401,R,ggpredict,ggeffects,2,0.0002,25
1402,R,glht,multcomp,2,0.0002,4
1403,R,glm.fit,stats,2,0.0002,6
1404,R,glmerControl,lme4,2,0.0002,7
1405,R,glmnet.measures,glmnet,2,0.0002,2
1406,Python,gmean,scipy.stats,2,0.0003,3
1407,R,grType,Hmisc,2,0.0002,2
1408,R,graph,igraph;sna,2,0.0002,2
1409,R,group_by_,srvyr,2,0.0002,2
1410,R,groupedData,nlme,2,0.0002,2
1411,R,hadamard,survey,2,0.0002,3
1412,R,hc,metafor,2,0.0002,11
1413,R,histSpike,Hmisc,2,0.0002,4
1414,R,histSpikeg,Hmisc,2,0.0002,14
1415,R,hlab,Hmisc,2,0.0002,8
1416,R,hlabs,Hmisc,2,0.0002,8
1417,R,hoeffd,Hmisc,2,0.0002,10
1418,R,hubers,MASS,2,0.0002,5
1419,Python,hypergeometric,numpy.random,2,0.0003,8
1420,R,icc,irr;psy,2,0.0002,5
1421,R,indexFormat,xts,2,0.0002,4
1422,R,interflex,interflex,2,0.0002,3
1423,Python,interval,scipy.stats,2,0.0003,6
1424,R,invPerm,Matrix,2,0.0002,9
1425,R,inverseFunction,Hmisc,2,0.0002,4
1426,R,iplot,fixest,2,0.0002,12
1427,Python,iqr,scipy.stats,2,0.0003,111
1428,R,irts,tseries,2,0.0002,2
1429,R,is.connected,igraph;sna,2,0.0002,2
1430,R,is.zoo,zoo,2,0.0002,7
1431,R,isOrdered,xts,2,0.0002,12
1432,Python,items,sklearn.metrics,2,0.0003,4
1433,Python,jaccard_score,sklearn.metrics,2,0.0003,31
1434,Python,kernel_metrics,sklearn.metrics,2,0.0003,2
1435,R,kmeans,stats,2,0.0002,3
1436,Python,kruskal,scipy.stats,2,0.0003,14
1437,Python,ks_1samp,scipy.stats,2,0.0003,4
1438,Python,kurtosistest,scipy.stats,2,0.0003,15
1439,R,labelPlotmath,Hmisc,2,0.0002,2
1440,R,largest.empty,Hmisc,2,0.0002,10
1441,Python,lars_path,sklearn.linear_model,2,0.0003,2
1442,R,latexTabular,Hmisc,2,0.0002,4
1443,R,latexTherm,Hmisc,2,0.0002,10
1444,R,lavTestLRT,lavaan,2,0.0002,30
1445,Python,least_squares,scipy.optimize,2,0.0003,60
1446,R,lee,spdep,2,0.0002,4
1447,R,lh_robust,estimatr,2,0.0002,8
1448,Python,line_search_wolfe1,scipy.optimize,2,0.0003,2
1449,Python,line_search_wolfe2,scipy.optimize,2,0.0003,3
1450,R,linkfun,VGAM,2,0.0002,5
1451,R,lm.fit.qr.bare,Hmisc,2,0.0002,10
1452,R,lm.morantest.exact,spdep,2,0.0002,6
1453,R,lm.morantest.sad,spdep,2,0.0002,6
1454,R,lmeControl,nlme,2,0.0002,7
1455,R,lmerControl,lme4,2,0.0002,8
1456,Python,lognorm,scipy.stats,2,0.0003,2
1457,Python,logseries,numpy.random,2,0.0003,2
1458,R,longlat.scales,sp,2,0.0002,4
1459,R,lrect,metafor,2,0.0002,2
1460,R,lrtest,VGAM;lmtest;mlogit;rms,2,0.0002,3
1461,R,lsegments,metafor,2,0.0002,9
1462,R,make.index.unique,xts,2,0.0002,12
1463,R,make.sym.nb,spdep,2,0.0002,2
1464,R,makeX,glmnet,2,0.0002,10
1465,Python,make_dataset,sklearn.linear_model,2,0.0003,5
1466,Python,make_strictly_feasible,scipy.optimize,2,0.0003,6
1467,R,matxv,Hmisc,2,0.0002,2
1468,R,mcmc,coda,2,0.0002,9
1469,R,mctrace,lfe,2,0.0002,4
1470,Python,mean_poisson_deviance,sklearn.metrics,2,0.0003,6
1471,R,medpolish,stats,2,0.0002,2
1472,R,mefp,strucchange,2,0.0002,5
1473,R,mi,brms,2,0.0002,2
1474,Python,minimize_scalar,scipy.optimize,2,0.0003,2
1475,R,minor.tick,Hmisc,2,0.0002,2
1476,R,mm,brms,2,0.0002,2
1477,R,model.tables,stats,2,0.0002,3
1478,R,monitor,rstan;strucchange,2,0.0002,6
1479,R,monotone,Hmisc,2,0.0002,6
1480,Python,multinomial,numpy.random,2,0.0003,8
1481,Python,nan_euclidean_distances,sklearn.metrics,2,0.0003,22
1482,R,naprint,stats,2,0.0002,2
1483,R,nearPD,Matrix,2,0.0002,9
1484,R,negative.binomial,MASS;lme4,2,0.0002,3
1485,Python,new_bounds_to_old,scipy.optimize,2,0.0003,8
1486,R,nls.control,stats,2,0.0002,2
1487,R,nnet,nnet,2,0.0002,10
1488,R,numericDeriv,stats,2,0.0002,2
1489,Python,obrientransform,scipy.stats,2,0.0003,7
1490,R,obs,fixest,2,0.0002,4
1491,R,outerText,Hmisc,2,0.0002,4
1492,R,panel.plsmo,Hmisc,2,0.0002,2
1493,R,parameterEstimates,lavaan,2,0.0002,10
1494,R,parnames,brms,2,0.0002,2
1495,R,pbinorm,VGAM,2,0.0002,43
1496,R,pdCompSymm,nlme,2,0.0002,2
1497,R,pdIdent,nlme,2,0.0002,8
1498,R,period.min,xts,2,0.0002,4
1499,R,period.prod,xts,2,0.0002,4
1500,R,period.sum,xts,2,0.0002,4
1501,R,permutations_to_condition_pr_mat,estimatr,2,0.0002,15
1502,R,plotcp,rpart,2,0.0002,6
1503,R,plotp,Hmisc,2,0.0002,20
1504,Python,pointbiserialr,scipy.stats,2,0.0003,4
1505,R,points2grid,sp,2,0.0002,2
1506,R,polar,psych,2,0.0002,3
1507,R,popower,Hmisc,2,0.0002,4
1508,R,power.t.test,stats,2,0.0002,4
1509,R,predict.glm,stats,2,0.0002,52
1510,R,predict.lm,stats,2,0.0002,11
1511,R,principal,psych,2,0.0002,6
1512,R,print.cv.glmnet,glmnet,2,0.0002,2
1513,R,printcp,rpart,2,0.0002,7
1514,R,prn,Hmisc,2,0.0002,2
1515,R,probmap,spdep,2,0.0002,2
1516,R,processMI,rms,2,0.0002,2
1517,Python,projections,scipy.optimize,2,0.0003,24
1518,R,prunemst,spdep,2,0.0002,4
1519,R,pvalue,coin;fixest,2,0.0002,7
1520,R,pwr.anova.test,pwr,2,0.0002,9
1521,R,pwr.f2.test,pwr,2,0.0002,40
1522,R,pwr.t2n.test,pwr,2,0.0002,30
1523,Python,randint,scipy.stats,2,0.0003,2
1524,Python,rayleigh,numpy.random,2,0.0003,3
1525,R,rcspline.plot,Hmisc,2,0.0002,2
1526,R,read.data,rjags,2,0.0002,6
1527,R,read.qualtrics,cjoint,2,0.0002,2
1528,R,reclassify,raster,2,0.0002,3
1529,R,recode,car;memisc,2,0.0002,343
1530,R,redun,Hmisc,2,0.0002,6
1531,R,relax.glmnet,glmnet,2,0.0002,2
1532,R,reporter,metafor,2,0.0002,2
1533,R,rlegend,Hmisc,2,0.0002,2
1534,R,rmvn,mgcv,2,0.0002,4
1535,R,robcov,rms,2,0.0002,126
1536,R,roc.glmnet,glmnet,2,0.0002,2
1537,Python,roc_curve,sklearn.metrics,2,0.0003,24
1538,R,rsparsematrix,Matrix,2,0.0002,5
1539,R,rstan_options,rstan,2,0.0002,2
1540,R,sasxport.get,Hmisc,2,0.0002,2
1541,R,se.contrast,stats,2,0.0002,3
1542,R,select_,srvyr,2,0.0002,2
1543,R,selfStart,stats,2,0.0002,3
1544,R,set.ZeroPolicyOption,spdep,2,0.0002,8
1545,R,set.cobalt.options,cobalt,2,0.0002,2
1546,R,setFixest_coefplot,fixest,2,0.0002,2
1547,R,set_prior,brms,2,0.0002,6
1548,R,sf_proj_info,sf,2,0.0002,9
1549,Python,shgo,scipy.optimize,2,0.0003,22
1550,R,signPerm,Matrix,2,0.0002,3
1551,R,simRegOrd,Hmisc,2,0.0002,10
1552,R,simplify,igraph,2,0.0002,8
1553,R,simulate.lme,nlme,2,0.0002,5
1554,Python,skewtest,scipy.stats,2,0.0003,13
1555,R,spDistsN1,sp,2,0.0002,2
1556,R,spPolygons,raster,2,0.0002,2
1557,R,splitfactor,cobalt,2,0.0002,4
1558,R,sppanel,sp,2,0.0002,12
1559,R,ssw,spdep,2,0.0002,7
1560,R,st_as_s2,sf,2,0.0002,6
1561,R,st_as_sfc.WKB,sf,2,0.0002,3
1562,R,st_collection_extract,sf,2,0.0002,21
1563,R,st_line_sample,sf,2,0.0002,4
1564,R,st_m_range,sf,2,0.0002,7
1565,R,st_minimum_bounding_circle,sf,2,0.0002,6
1566,R,st_nearest_points,sf,2,0.0002,7
1567,R,st_node,sf,2,0.0002,5
1568,R,st_normalize,sf,2,0.0002,5
1569,R,st_shift_longitude,sf,2,0.0002,6
1570,R,st_voronoi,sf,2,0.0002,6
1571,R,st_z_range,sf,2,0.0002,66
1572,R,stan,rstan,2,0.0002,5
1573,R,standardize,arm;mvtnorm,2,0.0002,8
1574,R,standardizedsolution,lavaan,2,0.0002,5
